text,label
"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",anger
"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)",anger
"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",fear
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,joy
"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",sadness
#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,fear
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,joy
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear
Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,anger
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling,joy
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,fear
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy
Still salty about that fire alarm at 2am this morning.,fear
@BBCSport too dull for the UK.,sadness
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,fear
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear
I absolutely love having an anxiety attack halfway through a family meal,fear
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired ,sadness
@politico @realDonaldTrump another angry white man!,anger
Why have I only just started watching glee this week I am now addicted 🙄  #GLEEK,joy
"TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll",sadness
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear
Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.,anger
@keyshamackie it's fucking dreadful for live footy matches,sadness
You have to find a way to top yourself. #glee,joy
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,sadness
.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.',joy
there are #serious #chinks in #India’s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer,sadness
@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?,joy
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,anger
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear
The neighbor dancing in the Clayton Homes commercial is me. ,joy
Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger
Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice,joy
@RossKemp great programme tonight  #upsetting #extremeworld,sadness
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,sadness
"Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz",joy
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,anger
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,joy
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,fear
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun ",joy
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',joy
A night where depression is winning... #depression #fml #help,sadness
How do u grieve someone who legally wasn't a person yet?,sadness
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
Watch this amazing live.ly broadcast by @swagrman_fan  #musically,joy
The Quarterback' wrecks me every time.. ,joy
Life's too short to be frowning for so long,sadness
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,joy
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear
😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",anger
"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",fear
"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.",joy
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,joy
Life long fear of havin a shit and a spider crawls up ya bum,fear
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear
"May your day be filled with #peace#love n #laughter .Have a very nice day full of #Success #Jummah Mubarak😇 , good morning☕ @WaseemBadami",joy
Decide to stop being afraid. To just stop. What are you now free to do?\n\n #brave #free #honest #healthy  #life #living  #love,joy
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness
Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.,joy
@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,joy
"@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘",joy
One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused,joy
"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal",joy
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,sadness
#Always #borrow #money from a #pessimist. He won't #expect it #back.,sadness
Feeling worthless as always #depression,sadness
Method into thin out assault corridor thine liveliness: cHd,joy
"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",fear
Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
To com sede de milk shake,fear
@WSJNordics You make the world a more joyful place. #TheNiceBot,joy
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,sadness
@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,sadness
@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,sadness
okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself,fear
hate overthinking e v e r y t h i n g like i jus' wanna be happy pls,joy
Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,joy
"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! #optimism",joy
For a moment I found myself smiling,joy
And with rich Fumes his sullen sences cheer'd.,sadness
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",anger
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,anger
@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,sadness
Val is far too cheery for my liking ✋🏻,joy
@thetwattickla @NottRihanna lol no it's sparkling wine,joy
@10carley what a sulky pants!,sadness
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",anger
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy
@LindseySanford @simplymeasured this makes me giggle with glee!,joy
Accept the challenges so that you can feel the exhilaration of victory!!,joy
"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview",fear
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,anger
@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷,sadness
Man city's kit is dreadful!,fear
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger
I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut,sadness
@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.,joy
So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,joy
i fix a clever ritual to make you feel frolicsome,joy
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy
both afraid of all the same things,fear
"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",sadness
@liamch88 yeah! :) playing well ,joy
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,joy
"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄",anger
"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",fear
@KatzeAnilothei this amount of greedy mooching makes me snarl.,anger
I hate when I try to be playful and get shut down lol ...Why so serious🙁,joy
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,anger
why do i have such a thing for dark curly hAIR,sadness
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,sadness
Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....,joy
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻,sadness
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,fear
Watch this amazing live.ly broadcast by @ittzdevin #lively #musically,joy
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness
"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",anger
"The majority of people irritate the fuck out of me, cba with people ahahah",anger
"Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find...",joy
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,anger
Termination rate is at 22.22% I gotta make some things shake,fear
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",joy
i lost my wallet lol.... again....,sadness
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
First day of college feeling nervous,fear
It's 5:55am. I'm hungry but there is no food. #panic,fear
Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,joy
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,anger
@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,joy
@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?,joy
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂,joy
Got to be up in 4 hours to go back to work #cantsleep #excited ,fear
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,joy
I screened my own snap what kind of narcissistic ass would smh,anger
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger
Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically,joy
@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger
@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear
Vals always smiling I love it #gbbo,joy
Never a dull moment when talking to Nell 😂😂😂😂😋,sadness
Since the 'update' my @iPhone loses power nearly 40% faster. ,anger
Getting terrible download speeds for fifa smh.,fear
Research has determined 70% of #laughter is actually #anxiety.,joy
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see,joy
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,sadness
Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically,joy
"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",sadness
"it's so breezy out today, i can't go to back to school night with bare legs like i've had all day",joy
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear
I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,anger
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
How am I supposed to intimidate the freshman if half of them are taller than I am??,fear
I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness
@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear
Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,anger
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,anger
i wonder how a guy can broke his penis while having sex? #serious,sadness
"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",anger
@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂,anger
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,fear
An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,sadness
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,anger
@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,anger
"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",sadness
A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,joy
@DreKnott You've got tremendous range.,fear
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear
i resent biting my tongue.,anger
"@MrHenvin Thank you, happy birthday to you as well!",joy
"ok, ok.. I know.. my last tweet was ",fear
"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",anger
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness
"#RiceFODays now I am Alex Butler's class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs",sadness
"Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.",joy
@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;,anger
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness
Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,anger
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,sadness
Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights,sadness
"The #house no longer echoes with our #laughter. We light up our #memories of the #home and sit in the cold, #waiting. #amwriting #nostalgia",joy
"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness
"At the regular cheerfulness of any emotion, her own supper, and to give the ladies were soon as they have been entirely at",joy
..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!,anger
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",sadness
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear
Damn gud #premiere #LethalWeapon...#funny and ,sadness
straight people are canoodling on the quad and I'm ,anger
@Zen1dfabflake You are all our angelic comrades! #flutter,fear
"Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!",joy
@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,sadness
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
I'm such a shy girl🙄,fear
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sadness
being bitter only hurts yourself lmaooo,anger
@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness
and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',anger
"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩",anger
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy
@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,sadness
"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger
We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",sadness
I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,anger
... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,fear
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear
"@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless",anger
i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,anger
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear
I genuinely think I have anger issues,anger
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear
my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear
It were during the past's mistakes- similar to terror was pretty remarkable.,fear
$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,joy
"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",fear
Saga: When all of your devices and teles fail just in time for bake off  #gbbo,fear
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. ",anger
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,anger
"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",sadness
“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,joy
Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger
"“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership",joy
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,anger
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,joy
I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,joy
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,anger
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,fear
Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,sadness
"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",sadness
Just put the winter duvet on ☃️❄️🌬☔️ ,sadness
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness
Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear
"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",joy
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",joy
"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411",joy
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,sadness
@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!,anger
The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE,sadness
"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",joy
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),sadness
I forgot about this nice area down here with the fiery hearths,anger
@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,sadness
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,fear
@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.,anger
In serious need of a nap,sadness
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness,anger
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ,anger
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger
"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",joy
"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear
@RossKemp great programme tonight #sad #upsetting #extremeworld,sadness
"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",anger
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,sadness
will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,joy
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy
@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY,anger
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear
MY CAR IS DENTED FROM THE HAIL sad,sadness
"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger
"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",fear
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable #unhappy,sadness
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,anger
"I can definitely feel my irritation today, lord give me strength",anger
BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger
That old lady is cray cray #scared #BellaIsSoCute #awe #Empire,fear
@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',anger
@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,fear
ESPN just assumed I wanted their free magazines ,anger
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,anger
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness
Bitch worry about me more than I worry about myself 🙄😩,fear
Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious,sadness
Research has determined 70% of #laughter is actually #anxiety.,fear
"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger
@ashleynwinters I don't like the statement but I love the optimism,joy
The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear
630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold,anger
"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? ",joy
Can I just sulk in peace 😂,sadness
petrify  me in the fossil type of way,fear
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger
LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,anger
now playing yung fav song ni chavs #sober 😂,sadness
@torbalan I still have some shred of optimism. It's rapidly disappearing however...,joy
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,fear
@JustinRow10 dude the new madden 17? Haha,anger
@imDevinLopez happy bday bro! 👌🏻,joy
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,anger
@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness
Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,fear
@LaurenBrierley2 sparkling water = death,joy
Idk if it's hella hot in here or I'm nervous,fear
Honestly depression is kicking my ass lately.. 😔,sadness
went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness
I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑,anger
and apparently he's supposed to have a Scottish accent??? I'm #offended,anger
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger
@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone,anger
